,Unnamed: 0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,depend
247,248,0.0,54.0,3.0,1.0,2.0,0.0,0.0,5.0,105.0,34.4,21.0,0.0,4.0,1.7,0.0,1.0,1.6,9.0,231.7,9.3,6.2,22.0,1.6,0.55,0.0,0.49,0.55,0.45,0.0,1.0,0.2,0.11,0.0,4.0,1.0,1.7,0.0,1.0,1.0,1.0,1
248,249,1.0,28.0,3.0,1.0,2.0,0.0,0.0,3.0,12.55,9.6,3.15,0.0,1.0,0.0,0.0,0.5,1.2,9.0,396.8,9.3,2.8,110.0,2.9,0.11,0.0,0.02,0.33,0.01,0.0,0.0,0.0,0.55,0.0,1.0,1.0,1.25,0.0,0.0,1.0,0.0,1
249,250,0.0,40.0,4.0,2.0,4.0,1.0,6.0,10.0,202.9,25.7,20.2,0.0,11.0,6.9,1.0,1.0,1.2,2.0,173.1,19.6,11.5,12.0,3.5,0.0,1.0,0.87,1.0,1.0,0.0,0.7,0.5,0.5,0.0,11.0,1.0,6.9,1.0,0.0,1.0,1.0,1
250,251,1.0,37.0,5.0,2.0,4.0,1.0,0.0,5.0,18.8,12.4,3.3,0.0,8.0,1.95,1.0,0.0,1.5,4.5,304.2,7.0,2.4,82.0,5.4,0.58,0.0,0.07,0.71,0.05,0.2,0.0,0.2,0.305,0.0,13.0,2.0,2.8,0.5,1.0,0.61,0.55,0
251,252,1.0,32.0,3.0,1.0,2.0,0.0,0.0,5.0,35.45,7.4,2.1,0.5,1.0,0.0,1.0,1.0,1.0,17.0,521.2,7.0,1.9,183.0,2.0,0.35,0.0,0.185,0.615,0.02,0.2,0.2,0.0,0.115,0.5,360.0,6.0,80.3,1.0,0.0,0.0,0.905,1
252,253,1.0,31.0,1.0,2.0,1.0,0.0,0.0,3.0,6.6,7.6,2.2,0.0,39.0,11.7,0.0,1.0,1.7,13.0,267.0,7.1,2.0,73.0,2.8,0.3,0.0,0.02,0.23,0.02,0.33,0.33,0.0,0.69,1.0,75.0,2.0,28.45,1.0,2.0,0.52,0.68,1
253,254,1.0,28.0,3.0,1.0,2.0,0.0,0.0,3.0,7.05,9.6,3.15,0.0,2.5,2.2,0.5,1.0,1.2,9.0,396.8,9.6,2.8,110.0,3.5,0.11,0.0,0.02,0.33,0.01,0.0,0.0,0.0,0.56,0.0,6.0,1.0,2.2,1.0,0.0,1.0,1.0,1
254,255,0.0,51.0,2.0,0.0,1.0,0.0,0.0,5.0,25.7,6.8,5.1,0.0,14.0,17.3,0.0,1.0,1.5,12.5,411.7,8.2,3.9,65.0,2.5,0.42,0.0,0.03,0.35,0.06,0.0,0.4,0.2,0.0,0.0,15.0,2.0,17.7,0.0,0.0,0.93,0.97,1
255,256,1.0,51.0,2.0,1.0,1.0,0.0,0.0,8.0,53.05,12.8,7.6,0.0,11.0,3.7,0.0,0.0,0.6,7.0,111.5,3.5,1.5,55.0,5.0,0.28,0.0,0.41,1.0,0.55,0.0,0.5,0.0,0.14,0.0,4.0,1.0,3.7,0.5,2.0,1.0,1.0,0
256,257,0.0,37.0,3.0,1.0,3.0,0.0,0.0,8.0,133.5,12.8,16.6,0.0,11.0,30.9,1.0,5.0,1.9,11.0,688.9,17.1,8.9,19.0,3.3,0.36,0.0,0.07,0.72,0.19,0.12,0.5,0.25,0.3,0.0,30.0,3.0,37.2,0.0,1.0,1.0,0.83,1
257,258,0.5,46.0,5.0,1.0,6.0,1.0,0.0,4.0,15.7,6.2,3.9,1.0,85.0,35.4,0.0,12.0,2.4,32.0,1328.3,8.8,5.2,102.0,3.2,0.15,0.0,0.01,0.12,0.01,0.0,0.25,0.25,0.53,1.0,170.0,11.0,74.15,1.0,0.0,0.5,0.39,1
258,259,0.0,36.0,4.0,1.0,4.0,1.0,0.0,4.0,28.9,12.0,7.2,0.0,4.5,6.3,0.0,0.0,1.2,1.0,36.8,9.7,5.2,7.0,2.0,0.0,0.0,0.8,1.0,0.78,0.0,0.75,0.5,0.0,0.0,5.0,1.0,7.0,0.0,0.0,1.0,1.0,1
259,260,1.0,31.0,1.0,2.0,1.0,0.0,0.0,3.0,6.6,7.6,2.2,0.0,27.0,21.2,0.0,1.0,1.7,13.0,267.0,7.1,2.0,73.0,2.8,0.3,0.0,0.08,0.23,0.02,0.33,0.33,0.0,0.69,1.0,101.0,2.0,30.1,1.0,2.0,0.64,0.7,1
260,261,0.0,54.0,3.0,1.0,2.0,0.0,0.0,5.0,105.0,34.4,21.0,0.0,9.0,4.9,0.0,1.0,1.6,9.0,231.7,9.3,6.2,22.0,1.6,0.55,0.0,0.49,0.55,0.45,0.0,1.0,0.2,0.11,0.0,9.0,1.0,4.9,0.0,2.0,1.0,1.0,1
261,262,1.0,31.0,1.0,2.0,1.0,0.5,0.0,3.0,6.6,7.6,3.55,0.0,20.0,5.8,0.0,1.0,1.7,13.0,267.0,7.1,2.0,73.0,2.8,0.3,0.0,0.02,0.23,0.02,0.33,0.33,0.0,0.69,1.0,37.0,2.0,10.1,1.0,1.0,0.54,0.57,1
262,263,1.0,38.0,3.0,1.0,4.0,1.0,0.0,5.0,60.4,11.4,12.0,0.5,15.0,16.2,0.0,1.0,1.4,9.0,225.0,11.6,7.95,20.0,1.5,0.44,0.0,0.17,0.55,0.26,0.2,0.4,0.4,0.11,0.0,14.5,1.0,16.2,0.0,1.0,1.0,1.0,1
263,264,1.0,51.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.6,0.0,10.0,1.8,23.0,679.1,9.9,2.3,152.0,3.3,0.17,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.34,0.0,17.0,1.0,5.6,0.0,0.0,1.0,1.0,1
264,265,1.0,61.0,3.0,1.0,1.0,0.0,0.0,5.5,48.1,12.8,8.0,0.0,1.0,1.0,0.0,1.0,1.4,6.0,150.8,8.9,5.5,19.0,1.3,0.53,0.0,0.31,1.0,0.31,0.0,0.83,0.66,0.0,0.0,2.0,2.0,2.1,1.0,1.0,0.5,0.47,1
265,266,1.0,32.0,3.5,1.0,2.0,0.0,0.0,13.0,139.9,20.1,10.7,0.0,24.0,18.3,0.0,5.0,1.5,14.0,598.0,12.1,6.3,59.0,2.25,0.35,0.0,0.18,0.615,0.23,0.07,0.46,0.29,0.17,0.0,44.0,3.0,28.1,1.0,1.0,0.54,0.65,0
266,267,1.0,35.5,3.0,1.5,2.0,0.0,0.0,7.0,119.4,21.6,17.0,0.0,2.0,2.0,1.0,0.0,2.5,19.5,711.8,7.3,11.1,30.0,1.55,0.68,0.0,0.25,0.43,0.16,0.0,0.57,0.85,0.055,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1
267,268,1.0,35.0,3.0,1.0,1.0,0.0,0.0,5.0,17.5,8.8,3.5,0.0,9.0,2.5,1.0,5.0,1.9,7.0,174.7,12.5,3.5,94.5,2.3,0.28,0.0,0.07,0.71,0.1,0.0,0.4,0.0,0.435,0.0,9.0,1.0,2.5,0.0,0.5,1.0,1.0,1
268,269,1.0,48.0,4.0,1.0,1.0,0.0,1.0,20.0,274.7,20.1,13.7,0.0,23.0,9.5,0.0,4.0,2.8,20.0,581.0,9.8,6.2,33.0,1.8,0.4,0.25,0.43,1.0,0.47,0.1,0.3,0.25,1.0,0.0,23.0,1.0,9.5,1.0,2.0,1.0,1.0,1
269,270,0.0,48.0,3.0,0.0,5.0,0.0,2.0,9.0,101.65,13.9,10.45,0.0,13.0,17.8,1.0,5.0,2.1,12.0,425.8,6.4,8.8,22.0,1.8,0.41,0.4,0.94,1.0,0.88,0.19,0.47,0.42,0.25,0.0,13.0,1.0,17.8,0.5,0.0,1.0,1.0,0
270,271,1.0,63.0,3.5,1.0,1.0,0.0,0.0,4.0,40.0,14.75,10.0,0.0,8.0,3.5,0.0,3.0,3.8,26.0,914.4,11.4,5.7,41.0,1.3,0.8,0.0,0.17,0.15,0.04,0.0,0.79,0.0,0.26,0.0,8.0,1.0,3.5,0.0,0.0,1.0,1.0,0
271,272,1.0,31.0,5.0,2.0,2.0,0.0,0.0,11.0,46.1,16.4,4.1,0.0,12.0,2.7,1.0,5.0,1.7,22.0,975.8,13.1,3.3,167.0,3.1,0.18,0.0,0.04,0.6,0.04,0.0,0.18,0.0,0.36,0.0,12.0,1.0,2.7,1.0,1.0,1.0,1.0,0
272,273,0.0,43.0,3.0,1.0,4.0,1.0,1.0,9.0,79.5,14.8,8.8,0.0,5.0,2.2,0.0,0.0,2.5,4.0,195.7,18.4,6.5,12.0,2.7,0.165,0.665,0.24,1.0,0.4,0.0,0.22,0.11,0.0,0.0,9.0,2.0,5.4,0.0,2.0,0.55,0.4,0
273,274,1.0,51.0,3.5,1.0,1.0,0.0,0.0,14.0,111.5,29.1,7.9,0.0,11.0,2.0,0.0,0.0,1.9,30.0,761.1,6.7,2.9,82.5,3.1,0.5,0.5,0.13,0.46,0.14,0.07,0.5,0.07,0.055,0.0,12.5,1.0,2.0,0.0,1.0,0.735,1.0,0
274,275,1.0,51.0,3.0,1.0,2.0,0.0,1.0,6.5,49.0,29.3,8.1,0.0,48.0,7.5,0.0,13.0,2.0,32.0,1037.0,10.7,2.7,185.0,3.0,0.15,0.07,0.04,0.18,0.04,0.0,0.33,0.16,0.185,0.0,48.0,1.0,6.2,0.0,2.0,1.0,1.0,0
275,276,0.0,56.0,1.5,0.0,2.0,0.0,0.0,7.0,90.5,9.2,12.9,0.0,12.0,10.05,0.0,2.0,2.0,12.0,466.5,7.0,6.9,33.0,2.3,0.5,0.0,0.13,0.58,0.19,0.0,0.57,0.0,0.41,0.0,12.0,1.0,15.8,0.5,1.0,1.0,1.0,0
276,277,0.0,34.0,2.0,0.0,2.0,1.0,0.0,7.0,82.3,17.5,11.7,0.0,2.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.28,0.055,0.0,0.0,13.0,3.0,6.6,1.0,0.0,0.15,0.03,0
277,278,1.0,39.0,3.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,4.65,0.0,0.0,2.4,15.5,556.9,20.7,7.2,31.0,2.4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.555,0.0,19.0,5.0,5.05,0.0,0.5,0.05,0.0,0
278,279,1.0,50.0,4.0,1.0,2.0,0.0,1.0,3.0,49.2,35.3,16.4,0.0,44.0,48.0,0.0,2.0,1.4,7.0,513.0,10.3,3.8,96.0,1.4,0.57,0.5,0.07,0.42,0.09,0.0,1.0,0.33,0.42,0.0,44.0,1.0,48.0,1.0,2.0,1.0,1.0,0
279,280,1.0,38.0,4.0,0.0,1.0,0.0,0.0,5.0,32.2,10.2,6.4,0.0,35.0,13.0,1.0,9.0,1.7,59.0,1289.6,10.2,2.8,200.0,2.4,0.33,0.0,0.01,0.54,0.02,0.0,0.4,0.2,0.235,1.0,136.0,13.0,50.4,1.0,0.0,0.25,0.655,0
280,281,0.0,46.0,3.0,0.0,3.0,0.0,0.0,2.0,28.6,11.5,14.3,0.0,34.0,16.7,0.0,1.0,1.8,11.0,861.8,22.8,8.9,53.0,2.3,0.18,0.0,0.01,0.18,0.04,0.0,0.25,0.0,0.035,1.0,63.0,3.0,34.6,0.0,2.0,0.53,0.48,0
281,282,1.0,55.0,4.0,1.0,1.0,0.0,0.0,6.0,69.4,11.8,11.5,0.0,5.0,4.6,1.0,0.0,3.8,16.0,147.6,5.5,3.2,12.0,1.1,0.87,0.0,0.27,0.37,0.47,0.0,1.0,0.83,0.0,0.0,5.0,1.0,4.6,0.0,0.0,1.0,1.0,0
282,283,0.0,44.0,5.0,1.0,2.0,0.0,0.0,2.0,17.1,19.0,8.5,0.0,6.0,3.9,0.0,5.0,1.9,27.0,695.5,7.4,4.0,87.0,1.8,0.4,0.0,0.03,0.07,0.02,0.0,1.0,0.5,0.44,0.0,22.5,5.0,20.8,0.5,0.0,0.54,0.69,0
283,284,1.0,28.0,4.0,1.5,1.0,0.0,0.0,8.0,124.2,26.1,15.5,0.0,2.0,0.6,0.0,5.0,2.9,23.0,696.7,10.7,6.7,35.0,1.7,0.43,0.0,0.18,0.34,0.17,0.12,0.37,0.37,0.065,0.0,2.0,1.0,0.6,1.0,0.0,1.0,1.0,0
284,285,1.0,28.0,3.0,1.0,2.0,0.0,1.0,13.0,166.1,25.4,12.7,0.0,25.0,9.0,1.0,0.0,1.3,14.0,833.7,20.0,7.0,85.0,1.2,0.78,0.5,0.14,0.92,0.19,0.0,0.07,0.0,0.375,1.0,186.0,9.0,61.5,1.0,0.0,0.13,0.14,1
285,286,1.0,44.0,3.0,1.0,1.0,0.0,1.0,3.5,23.1,10.3,2.8,0.0,1.0,0.0,0.0,1.0,5.4,31.0,700.85,25.0,6.3,38.5,1.9,0.41,1.0,0.01,0.25,0.045,0.0,0.0,0.0,0.34,0.0,33.0,5.0,17.5,1.0,1.0,0.03,0.0,0
286,287,0.0,31.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,1.3,3.0,115.5,14.0,8.8,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,19.0,2.0,6.0,0.0,1.0,0.31,0.16,0
287,288,1.0,48.0,4.0,1.0,1.0,0.0,1.0,20.0,274.7,20.1,13.7,0.0,16.0,7.1,0.0,4.0,2.8,20.0,581.0,9.8,6.2,33.0,1.8,0.4,0.25,0.43,1.0,0.47,0.1,0.3,0.25,1.0,0.0,16.0,1.0,7.1,1.0,2.0,1.0,1.0,1
288,289,0.0,56.0,1.0,0.0,2.0,0.0,0.0,6.0,58.7,9.7,9.7,0.0,24.0,30.7,0.0,2.0,1.95,11.0,411.6,7.0,6.8,33.0,2.6,0.4,0.0,0.09,0.6,0.14,0.0,0.5,0.0,0.5,0.0,24.0,1.0,30.7,0.0,2.0,1.0,1.0,0
289,290,0.0,29.0,3.0,1.0,4.0,1.0,0.0,3.0,0.6,5.3,0.2,0.0,4.0,0.7,0.0,2.0,1.2,4.0,503.2,9.5,4.0,10.0,3.3,0.25,0.0,0.01,0.37,0.0,0.0,0.0,0.75,0.72,0.0,4.0,1.0,0.7,1.0,0.0,0.785,1.0,0
290,291,0.0,39.0,3.0,1.0,6.0,1.0,0.0,6.0,8.6,7.5,1.4,0.0,2.0,0.2,0.0,0.0,2.6,31.0,1063.4,8.9,5.7,71.0,1.1,0.8,0.0,0.01,0.19,0.0,0.33,0.33,0.16,0.085,0.0,2.0,1.0,0.2,1.0,0.5,1.0,1.0,0
291,292,1.0,62.0,4.0,2.0,2.0,0.0,0.0,2.0,12.8,6.5,6.4,0.0,2.0,1.0,0.0,2.0,1.2,7.0,309.0,8.2,2.5,75.0,4.5,0.16,0.25,0.08,0.33,0.06,0.0,0.5,0.0,0.28,0.0,12.0,3.0,7.6,1.0,0.5,0.16,0.345,0
292,293,0.0,28.0,3.0,1.0,2.0,0.0,0.0,12.0,33.85,10.4,2.8,0.0,10.0,1.9,0.0,3.0,1.2,8.0,102.1,9.3,2.4,33.0,2.2,0.37,0.0,0.31,1.0,0.33,0.41,0.25,0.08,0.315,0.0,10.0,1.0,1.9,0.0,1.0,1.0,1.0,1
293,294,0.0,68.0,4.0,1.0,2.0,0.0,3.0,12.0,155.2,16.3,12.9,1.0,28.0,30.4,1.0,4.0,2.3,12.0,363.65,13.2,8.2,19.0,1.4,0.58,0.375,0.4,1.0,0.41,0.08,0.58,0.24,0.0,1.0,28.0,1.5,30.4,0.0,1.0,1.0,1.0,0
294,295,0.5,65.0,3.0,2.0,2.0,0.0,1.0,8.0,133.7,16.7,16.7,0.0,4.0,8.6,1.0,1.0,2.2,17.0,728.4,7.3,11.0,30.0,1.4,0.7,0.0,0.27,0.47,0.18,0.0,0.62,0.87,0.0,0.0,4.0,1.0,8.6,0.0,0.0,1.0,1.0,0
295,296,1.0,69.0,2.0,0.0,1.5,0.0,1.0,6.0,26.0,14.8,4.3,0.0,27.0,5.4,0.0,3.0,2.0,19.0,464.6,9.9,4.25,61.0,3.6,0.0,0.0,0.07,0.31,0.05,0.0,0.5,0.16,0.09,0.0,50.0,2.5,12.0,0.0,0.0,0.54,0.45,0
296,297,1.0,81.0,5.0,1.0,2.0,0.0,0.0,2.0,22.3,9.0,11.1,0.0,2.0,2.1,0.0,3.0,2.3,7.0,78.75,5.5,10.4,8.0,1.4,0.71,0.0,0.16,0.28,0.11,0.0,1.0,1.0,0.5,0.0,2.0,1.5,5.95,0.0,0.0,1.0,1.0,0
297,298,1.0,28.0,3.0,1.0,2.0,0.0,1.0,13.0,166.1,25.4,12.7,0.0,47.0,13.1,1.0,0.0,1.3,14.0,833.7,20.0,7.0,85.0,1.2,0.78,1.0,0.14,0.92,0.19,0.0,0.07,0.0,0.14,1.0,244.0,9.0,74.5,1.0,0.0,0.19,0.25,1
298,299,1.0,54.0,3.0,1.0,2.0,0.0,0.0,4.0,71.0,36.0,17.7,0.0,21.0,16.8,0.0,1.0,1.7,8.0,187.0,7.55,5.5,78.0,1.7,0.5,0.0,0.48,0.5,0.37,0.0,1.0,0.25,0.115,0.0,19.5,1.0,25.9,0.0,2.0,1.0,1.0,0
299,300,0.0,64.0,4.0,2.0,2.0,0.0,0.0,2.0,15.6,4.5,7.8,0.0,14.0,29.1,0.0,2.0,1.6,4.0,110.9,18.5,11.3,6.0,1.2,0.75,0.0,0.11,0.5,0.14,0.0,1.0,1.0,0.5,0.0,14.0,1.0,29.1,0.0,0.0,1.0,1.0,0
300,301,1.0,71.0,1.0,1.0,3.0,0.0,0.0,2.0,10.5,12.0,5.2,0.0,12.0,20.1,0.0,0.0,2.0,3.0,51.1,8.0,6.3,36.5,1.8,1.0,0.0,0.36,0.66,0.2,0.0,1.0,1.0,0.0,0.0,12.0,1.0,20.1,0.0,0.0,1.0,1.0,0
301,302,0.0,39.5,3.0,1.5,3.0,0.0,0.0,3.0,14.3,10.6,4.7,0.0,1.0,0.8,0.0,2.0,1.3,4.0,424.6,9.5,6.6,20.0,2.0,0.75,0.0,0.12,0.75,0.07,0.0,0.66,0.33,0.23,1.0,55.0,3.0,22.2,0.0,0.0,0.01,0.03,0
302,303,0.0,54.0,3.0,1.0,2.0,0.0,0.0,5.0,71.0,36.0,17.7,0.0,7.0,5.5,0.0,1.0,1.7,8.0,187.0,8.7,5.5,20.0,1.65,0.5,0.0,0.48,0.5,0.37,0.0,1.0,0.225,0.0,0.0,7.0,1.0,5.5,0.0,2.0,1.0,1.0,0
303,304,1.0,32.0,4.0,2.0,2.0,0.0,0.0,4.5,14.9,18.4,2.9,0.0,24.0,5.8,0.0,1.0,1.6,15.0,690.2,10.3,2.7,192.0,4.0,0.2,0.0,0.02,0.33,0.02,0.0,0.0,0.0,0.73,0.0,113.0,2.0,18.6,1.0,0.0,0.21,0.31,0
304,305,0.0,28.0,3.0,1.0,2.0,0.0,1.0,10.0,51.1,14.7,3.6,0.0,6.0,0.55,0.0,4.0,1.6,16.5,235.6,9.5,2.9,48.0,1.8,0.55,0.25,0.27,0.77,0.21,0.42,0.21,0.07,0.11,0.0,6.0,1.0,0.7,1.0,1.0,1.0,1.0,0
305,306,0.0,28.0,4.0,1.0,3.0,1.0,0.0,4.0,41.4,8.0,10.3,0.0,12.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.08,0.5,0.0,0.0,12.0,1.0,11.3,0.0,0.0,1.0,1.0,0
306,307,0.0,52.0,6.0,2.0,2.5,1.0,0.0,4.0,12.9,12.2,3.2,0.0,4.0,1.4,0.5,2.0,2.3,14.0,291.0,11.25,3.4,36.0,2.05,0.3,0.0,0.07,0.2,0.04,0.0,0.0,0.0,0.565,0.0,7.0,2.0,4.2,0.0,0.5,0.57,0.33,0
307,308,1.0,47.0,2.0,1.0,1.0,0.0,1.0,5.0,49.6,17.1,9.9,0.0,2.0,1.3,0.0,1.5,2.3,102.0,4078.6,13.5,5.1,334.0,1.4,0.73,0.5,0.0,0.04,0.01,0.0,0.6,0.0,0.295,1.0,61.0,5.0,17.6,1.0,2.0,0.03,0.07,1
308,309,1.0,65.0,2.0,1.0,2.0,0.0,0.0,6.0,58.7,15.1,9.7,0.0,1.0,2.95,1.0,0.0,1.5,5.5,80.7,10.7,2.6,19.0,1.7,0.57,0.0,0.28,0.85,0.72,0.0,0.66,0.5,0.14,0.0,1.0,1.0,1.5,0.0,0.0,1.0,1.0,0
309,310,1.0,29.0,6.0,1.0,2.0,0.0,0.0,2.0,3.2,9.5,1.6,0.0,21.0,4.7,0.0,4.0,1.3,13.0,722.9,18.4,2.9,185.0,7.0,0.0,0.0,0.0,0.15,0.0,0.0,0.5,0.0,0.3,1.0,164.0,12.0,30.7,0.0,2.0,0.12,0.15,1
310,311,0.0,36.0,2.5,2.0,1.0,0.0,0.0,2.0,10.2,4.5,3.95,0.0,1.0,0.4,0.0,18.0,2.0,59.0,2193.5,9.3,4.8,218.0,3.1,0.3,0.0,0.0,0.03,0.0,0.0,0.5,0.5,0.185,0.0,1.0,1.0,0.4,0.5,0.0,1.0,1.0,0
311,312,1.0,48.0,4.0,0.5,1.0,0.0,2.0,27.0,338.8,18.8,12.5,0.0,10.0,6.3,1.0,2.0,4.6,12.0,404.3,14.0,10.9,8.0,1.6,0.58,1.0,0.98,1.0,0.83,0.07,0.33,0.22,0.665,0.0,10.0,1.0,6.3,1.0,0.0,1.0,1.0,1
312,313,1.0,48.0,3.0,1.0,2.0,0.0,0.0,6.0,62.2,27.1,10.3,0.0,21.0,0.4,1.0,0.0,1.0,1.0,93.0,19.8,4.45,15.5,2.0,0.0,0.0,0.58,1.0,0.66,0.0,0.0,0.16,0.24,0.0,22.0,7.0,6.6,0.0,0.0,0.09,0.06,0
313,314,0.0,46.0,5.0,1.0,6.0,1.0,2.0,9.0,85.2,16.3,9.4,0.0,16.5,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.11,0.11,0.0,0.0,4.0,1.0,2.2,0.0,1.0,1.0,1.0,1
314,315,1.0,50.0,4.0,1.0,2.0,0.0,1.0,3.0,49.2,35.3,16.4,0.0,29.0,38.8,0.0,2.0,1.4,7.0,513.0,10.3,3.8,96.0,1.4,0.57,0.5,0.07,0.42,0.09,0.0,1.0,0.33,0.42,0.0,29.0,1.0,38.8,1.0,2.0,1.0,1.0,0
315,316,1.0,63.0,4.0,1.0,1.0,0.0,0.0,5.0,63.9,25.0,8.35,0.0,10.0,3.6,1.0,3.0,3.3,23.0,850.6,12.4,6.1,41.0,1.4,0.78,0.165,0.07,0.21,0.07,0.0,0.6,0.0,0.26,0.0,10.0,1.0,3.6,0.5,0.0,1.0,1.0,0
316,317,1.0,58.0,3.0,1.0,1.0,0.0,0.0,4.0,3.9,2.5,0.9,0.0,1.0,0.0,0.0,1.0,1.7,44.0,751.6,6.2,2.0,199.0,2.7,0.29,0.0,0.0,0.09,0.0,0.0,0.25,0.0,0.07,0.0,4.0,2.0,0.2,0.5,0.0,0.25,0.0,0
317,318,1.0,67.5,3.0,1.0,2.0,0.0,1.0,6.0,64.0,13.6,10.6,0.0,5.0,1.8,1.0,3.0,1.3,11.0,458.1,7.6,4.2,78.0,3.2,0.27,0.33,0.405,0.54,0.13,0.0,0.5,0.33,0.08,0.0,17.0,2.0,2.2,0.0,0.0,0.83,0.81,0
318,319,0.0,36.0,4.0,1.0,4.0,1.0,1.0,6.0,95.4,17.55,15.9,0.0,1.0,0.3,0.0,1.0,1.5,3.0,143.7,9.9,6.5,14.0,2.6,0.0,1.0,0.44,1.0,0.66,0.0,0.665,0.5,0.22,0.0,21.0,2.0,9.6,1.0,0.0,0.04,0.03,1
319,320,1.0,58.0,3.0,1.0,1.0,0.0,0.0,6.0,9.1,3.1,1.5,0.0,7.0,1.1,0.0,8.0,1.8,47.0,825.0,6.2,2.0,215.0,2.7,0.29,0.0,0.01,0.12,0.01,0.0,0.165,0.16,0.25,0.0,7.0,1.0,1.1,0.0,0.0,1.0,1.0,0
320,321,1.0,48.0,4.0,1.0,1.0,0.5,0.0,7.0,118.5,26.7,16.9,0.0,15.0,3.8,0.0,5.0,2.9,22.0,642.2,10.4,6.4,34.0,1.7,0.45,0.0,0.18,0.31,0.18,0.14,0.42,0.28,0.055,0.0,17.0,2.0,4.0,1.0,0.0,0.88,0.95,0
321,322,1.0,44.0,5.0,1.0,2.5,1.0,0.0,3.0,19.4,12.6,6.4,0.0,23.0,13.0,0.0,7.0,1.4,12.0,1381.5,13.8,7.3,110.0,3.55,0.08,0.0,0.01,0.25,0.01,0.0,0.33,0.165,1.0,1.0,110.0,4.0,46.4,1.0,2.0,0.2,0.28,0
322,323,1.0,53.0,3.0,1.0,2.0,0.0,0.0,2.0,17.9,4.0,8.9,0.0,20.0,10.85,0.0,3.0,1.5,17.0,1036.1,8.0,4.3,152.0,3.6,0.29,0.0,0.0,0.11,0.01,0.0,1.0,0.0,0.71,0.0,20.0,1.0,19.7,1.0,1.0,1.0,0.69,0
323,324,1.0,48.0,5.0,1.0,2.0,0.0,0.0,5.0,43.7,26.2,8.7,0.0,26.0,16.7,0.5,1.0,1.2,10.0,810.9,8.3,2.8,175.0,4.8,0.1,0.0,0.07,0.5,0.07,0.125,0.0,0.2,0.41,1.0,118.0,6.0,11.9,0.0,0.0,0.22,0.28,0
324,325,1.0,54.0,4.0,1.0,2.0,0.0,0.0,3.5,0.0,0.0,3.1,0.0,5.0,1.0,0.0,8.0,1.9,37.0,1791.9,15.0,4.8,190.0,3.0,0.18,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.495,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0
325,326,0.0,57.0,5.0,1.0,2.0,0.0,0.0,3.0,68.95,47.3,10.3,0.0,25.0,5.4,1.0,1.0,2.2,6.0,111.0,41.6,12.3,4.0,1.1,0.83,0.0,0.37,0.5,0.27,0.33,0.33,0.0,0.555,0.0,25.0,1.0,5.4,0.0,0.0,1.0,1.0,0
326,327,1.0,57.0,5.0,1.0,2.0,0.0,1.0,7.0,61.0,15.0,8.7,0.0,15.0,7.7,1.0,3.0,1.2,13.0,242.6,8.2,4.6,53.0,1.4,0.61,0.33,0.19,0.53,0.25,0.14,0.57,0.28,0.115,0.0,15.0,1.0,7.7,0.0,0.0,1.0,1.0,0
327,328,0.0,36.0,4.0,1.0,4.0,1.0,1.0,6.0,95.4,16.3,15.9,0.0,2.0,0.4,0.0,1.0,1.5,3.0,143.7,9.9,6.5,14.0,2.6,0.0,1.0,0.44,1.0,0.66,0.0,0.83,0.5,0.415,0.0,22.0,2.0,9.7,1.0,0.0,0.09,0.04,1
328,329,1.0,58.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,2.0,1.3,0.0,0.0,1.2,3.0,76.4,7.6,3.4,17.0,2.15,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,10.0,3.0,9.1,0.0,0.0,0.2,0.14,0
329,330,1.0,72.0,3.0,0.0,2.0,0.0,0.0,6.0,28.2,5.6,4.7,0.0,14.0,17.4,0.0,4.0,1.65,10.0,545.5,7.6,5.95,52.0,3.2,0.3,0.0,0.205,0.6,0.05,0.0,0.16,0.33,0.9,0.0,15.0,2.0,17.5,1.0,0.5,0.93,0.99,0
