,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,depend
183,,,4.0,1.0,2.0,0.0,0.0,7.0,77.2,21.4,11.0,0.0,8.0,5.6,1.0,5.0,,,591.3,8.1,3.3,115.0,,,0.0,0.1,0.38,0.13,0.0,0.71,,,,8.0,1.0,5.6,0.0,,1.0,1.0,0
184,1.0,48.0,2.0,1.0,4.0,1.0,0.0,10.0,85.5,8.8,8.5,0.0,12.0,4.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.2,0.0,0.0,0.0,12.0,1.0,4.7,1.0,,1.0,1.0,0
185,1.0,51.0,3.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,9.6,0.0,10.0,,23.0,679.1,9.9,2.3,152.0,3.3,0.17,0.0,0.0,0.0,,0.0,0.0,,0.34,0.0,28.0,1.0,9.6,0.0,0.0,1.0,1.0,1
186,1.0,29.0,6.0,1.0,2.0,0.0,1.0,3.0,22.2,29.3,7.4,0.0,8.0,1.0,0.0,6.0,,18.0,1129.3,16.3,2.7,293.0,6.8,0.0,0.16,0.01,0.16,0.01,0.0,,0.0,0.33,1.0,184.0,,38.4,,,0.04,0.02,0
187,1.0,,4.0,,2.0,0.0,1.0,5.0,123.6,17.8,,,4.0,,1.0,3.0,1.5,6.0,290.5,9.7,9.6,19.0,,0.33,0.33,0.3,0.83,0.42,,,0.8,0.5,0.0,,1.0,7.4,0.0,0.0,1.0,1.0,0
188,0.0,59.0,4.0,1.0,,0.0,1.0,7.0,,14.5,10.1,0.0,5.0,2.6,0.0,,2.5,16.0,563.3,13.8,8.4,26.0,1.6,0.5,0.2,,0.43,0.12,0.0,0.42,0.14,0.0,0.0,45.0,4.0,23.3,0.0,,0.11,0.11,0
189,1.0,76.0,2.0,1.0,2.0,,0.0,3.0,6.9,,2.3,0.0,14.0,21.7,,3.0,1.9,8.0,213.9,6.3,3.0,36.0,,0.37,0.0,0.02,0.37,,0.0,0.66,0.0,0.12,0.0,,1.0,,1.0,,1.0,1.0,0
190,0.0,43.0,,1.0,2.0,0.0,0.0,2.0,,3.5,9.4,0.0,1.0,,0.0,0.0,1.1,4.0,88.7,7.6,4.4,17.0,1.5,0.75,,0.04,0.5,0.21,,1.0,1.0,,0.0,16.0,2.0,8.5,0.0,0.0,0.06,0.04,1
191,,,3.0,2.0,1.0,0.0,0.0,2.0,6.4,5.0,3.2,0.0,5.0,1.7,0.0,0.0,1.3,2.0,,13.7,5.3,6.0,1.0,1.0,0.0,0.09,1.0,,0.0,1.0,0.5,,0.0,5.0,1.0,1.7,0.0,,1.0,1.0,0
192,1.0,,3.0,1.0,2.0,0.0,1.0,8.0,132.3,9.6,16.5,0.0,4.0,2.9,,4.0,1.5,,339.7,7.8,4.6,46.0,1.4,0.71,0.25,0.13,1.0,0.38,0.25,0.5,0.12,,0.0,4.0,1.0,2.9,0.0,1.0,1.0,,1
193,,35.0,,1.0,3.0,1.0,0.0,4.0,,44.0,9.1,0.0,6.0,2.1,0.0,0.0,1.4,12.0,297.0,31.7,6.3,,1.5,0.5,0.0,0.11,0.33,0.12,0.0,0.5,,,,44.0,3.0,11.6,1.0,,0.13,0.18,0
194,,38.0,5.0,2.0,2.0,0.0,3.0,9.0,176.1,43.0,19.5,0.0,13.0,6.5,1.0,34.0,2.6,113.0,4731.1,12.4,3.5,,3.3,0.26,0.08,0.02,0.07,0.03,0.22,0.44,0.22,0.28,0.0,,1.0,6.5,0.0,,1.0,1.0,1
195,0.0,28.0,3.0,1.0,2.0,0.0,2.0,23.0,95.7,14.7,4.1,0.0,68.0,13.6,1.0,2.0,1.1,4.0,29.6,,1.6,16.0,1.5,0.5,1.0,1.0,1.0,1.0,0.34,0.3,,,0.0,68.0,,13.6,1.0,,1.0,1.0,1
196,0.0,28.0,3.0,1.0,2.0,0.0,2.0,,95.7,14.7,4.1,0.0,42.0,7.7,,2.0,1.1,,29.6,5.2,1.6,16.0,1.5,,1.0,1.0,1.0,1.0,0.34,0.3,0.13,,0.0,42.0,1.0,7.7,1.0,1.0,,1.0,1
197,0.0,31.0,4.0,1.0,2.0,0.0,0.0,,8.0,5.5,4.0,0.0,20.0,5.8,0.0,4.0,1.7,6.0,161.4,10.8,6.7,14.0,1.6,0.66,0.0,0.04,0.33,,0.5,1.0,0.0,0.16,0.0,26.0,2.0,,0.0,1.0,0.76,0.78,0
198,0.0,37.0,3.0,1.0,,1.0,1.0,9.0,209.5,17.7,23.2,0.0,21.0,10.5,1.0,0.0,1.2,2.0,29.7,8.1,4.9,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11,0.55,0.22,,0.0,21.0,1.0,10.5,1.0,,1.0,1.0,0
199,0.0,57.0,5.0,1.0,2.0,,0.0,5.0,70.5,64.0,14.1,0.0,31.0,,1.0,1.0,1.7,,51.6,18.5,7.3,4.0,,0.75,0.0,1.0,,1.0,0.2,0.4,0.2,0.0,0.0,31.0,1.0,,0.0,0.0,1.0,1.0,0
200,0.0,35.0,4.0,1.0,4.0,1.0,,11.0,229.4,17.2,,0.0,4.0,2.3,0.0,6.0,2.2,11.0,472.9,8.6,8.4,25.0,2.3,0.09,0.0,0.39,1.0,0.48,,0.27,0.45,,1.0,26.0,2.0,32.7,0.0,0.0,0.15,0.07,0
201,0.0,,3.0,2.0,3.0,1.0,0.0,5.0,43.2,7.4,8.6,0.0,7.0,3.5,0.0,2.0,1.4,12.0,316.3,6.4,3.7,58.0,2.5,0.41,0.0,0.06,0.41,0.13,0.0,0.6,0.2,0.25,0.0,7.0,1.0,,1.0,,1.0,1.0,0
202,0.0,37.0,3.0,1.0,3.0,,1.0,9.0,,17.7,23.2,0.0,,18.5,1.0,0.0,1.2,2.0,29.7,8.1,4.9,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11,0.55,0.22,,0.0,35.0,1.0,18.5,1.0,,1.0,1.0,0
203,,51.0,3.0,1.0,2.0,0.0,1.0,3.0,35.6,38.3,11.8,0.0,14.0,3.6,0.0,0.0,1.0,,50.0,4.7,4.1,11.0,2.0,0.5,1.0,1.0,1.0,0.71,0.0,0.0,0.33,,1.0,98.0,5.0,45.8,0.0,0.0,0.14,0.07,0
204,1.0,48.0,2.0,1.0,4.0,1.0,,9.0,,8.8,9.1,0.0,1.0,0.2,1.0,,1.4,,622.5,11.9,5.0,83.0,8.1,0.0,,0.05,1.0,0.13,0.0,0.11,0.0,,0.0,14.0,4.0,5.6,1.0,,0.07,0.03,0
205,1.0,,2.0,0.0,3.0,1.0,0.0,10.0,164.2,31.7,16.4,0.0,2.0,0.4,1.0,0.0,1.4,8.0,380.5,12.3,6.2,,1.1,0.87,0.0,0.42,1.0,0.43,0.1,,0.6,,0.0,2.0,1.0,0.4,0.0,0.0,1.0,1.0,0
206,0.0,42.0,4.0,1.0,4.0,1.0,0.0,2.0,3.5,3.0,1.7,0.0,35.0,14.8,0.0,0.0,1.0,2.0,84.0,,2.8,29.0,2.0,0.0,0.0,0.04,1.0,0.04,0.5,0.5,0.0,1.0,0.0,35.0,,14.8,1.0,,,1.0,0
207,0.0,,4.0,1.0,,1.0,,10.0,161.2,12.6,16.1,0.0,26.0,35.5,0.0,4.0,1.9,8.0,355.1,7.2,7.5,24.0,2.6,0.0,,0.36,1.0,0.45,0.0,0.3,0.4,,0.0,26.0,1.0,35.5,0.0,2.0,1.0,1.0,0
208,1.0,56.0,2.0,2.0,2.0,0.0,0.0,3.0,7.2,5.0,2.4,0.0,12.0,,,,2.1,24.0,,8.5,4.6,55.0,1.8,0.54,0.0,0.01,0.12,0.01,0.33,0.66,0.0,0.04,0.0,12.0,1.0,14.8,1.0,1.0,1.0,1.0,0
209,0.0,36.0,4.0,1.0,,1.0,0.0,3.0,11.7,4.3,3.9,0.0,18.0,6.8,0.0,3.0,2.2,8.0,267.4,8.4,,19.0,,0.37,0.0,0.03,0.37,0.04,0.0,0.66,0.66,0.25,,18.0,1.0,6.8,0.0,,1.0,1.0,0
210,1.0,,4.0,,4.0,1.0,,4.0,86.3,11.5,21.5,0.0,19.0,3.2,0.0,10.0,,18.0,786.2,7.9,3.3,160.0,2.6,0.27,0.0,,0.22,0.1,0.0,0.25,0.25,,,38.0,,7.6,1.0,,0.5,0.42,0
211,1.0,,4.0,1.0,,0.0,1.0,3.0,108.7,48.6,36.2,1.0,31.0,17.6,,8.0,1.7,21.0,1033.7,,8.2,,1.6,0.57,,,0.14,0.1,0.0,1.0,0.33,0.47,1.0,31.0,1.0,17.6,0.0,,1.0,1.0,0
212,,35.0,4.0,1.0,3.0,1.0,3.0,7.0,356.6,,50.9,0.0,15.0,,1.0,,,1.0,29.2,3.8,4.8,6.0,1.0,,1.0,1.0,1.0,,0.0,0.71,0.28,0.0,0.0,15.0,1.0,,0.0,2.0,1.0,1.0,0
213,1.0,61.0,4.0,1.0,2.0,0.0,3.0,6.0,200.2,,33.3,1.0,23.0,17.5,1.0,6.0,,19.0,,12.5,8.1,66.0,1.6,0.57,0.5,0.19,0.31,0.21,0.0,0.83,0.33,,1.0,23.0,1.0,,1.0,,1.0,1.0,0
214,1.0,35.0,4.0,1.0,3.0,1.0,1.0,2.0,55.9,26.5,27.9,1.0,88.0,140.9,0.0,1.0,1.7,3.0,231.9,,12.2,11.0,2.3,0.33,1.0,0.26,0.66,0.24,0.0,1.0,0.0,,1.0,213.0,11.0,,1.0,,0.41,0.6,0
215,1.0,35.0,4.0,,3.0,1.0,3.0,7.0,356.6,40.8,50.9,0.0,7.0,7.9,1.0,0.0,1.0,1.0,29.2,3.8,4.8,6.0,1.0,1.0,,1.0,,1.0,0.0,0.71,0.28,,0.0,7.0,1.0,7.9,0.0,,1.0,1.0,0
216,1.0,61.0,4.0,1.0,2.0,0.0,0.0,2.0,73.4,46.5,36.7,1.0,48.0,36.3,0.0,7.0,1.7,20.0,964.8,12.4,8.2,67.0,1.6,0.6,0.0,,0.1,0.07,0.0,,0.0,0.5,1.0,50.0,2.0,40.3,0.0,,0.96,0.9,0
217,1.0,62.0,3.0,1.0,2.0,0.0,2.0,3.0,111.7,25.0,37.2,1.0,19.0,18.5,1.0,2.0,1.8,3.0,197.6,16.5,,6.0,2.0,,1.0,0.41,1.0,,0.0,,0.66,,1.0,19.0,1.0,18.5,0.0,,1.0,1.0,0
218,1.0,35.0,4.0,,3.0,1.0,3.0,7.0,356.6,,50.9,0.0,23.0,28.0,1.0,0.0,1.0,1.0,29.2,3.8,4.8,6.0,1.0,1.0,,1.0,1.0,1.0,,0.71,0.28,,0.0,23.0,1.0,28.0,0.0,,,1.0,0
219,1.0,61.0,4.0,,2.0,0.0,1.0,3.0,108.7,48.6,36.2,1.0,37.0,20.4,,8.0,1.7,21.0,,,8.2,71.0,1.6,0.57,0.12,0.09,0.14,,0.0,1.0,0.33,0.47,1.0,37.0,1.0,20.4,0.0,0.0,1.0,,0
220,1.0,61.0,4.0,1.0,2.0,0.0,1.0,3.0,108.7,48.6,36.2,1.0,57.0,,0.0,8.0,1.7,,1033.7,12.3,8.2,71.0,1.6,0.57,,0.09,0.14,0.1,0.0,1.0,0.33,,,,1.0,32.4,0.0,,1.0,,0
221,1.0,61.0,4.0,1.0,,0.0,1.0,3.0,108.7,48.6,36.2,1.0,43.0,23.3,0.0,8.0,1.7,21.0,1033.7,12.3,8.2,71.0,1.6,0.57,0.12,0.09,0.14,0.1,0.0,1.0,0.33,,1.0,43.0,1.0,23.3,0.0,,1.0,1.0,0
222,1.0,,5.0,,2.0,0.0,2.0,,,42.5,23.3,1.0,43.0,6.3,1.0,2.0,,3.0,175.0,12.0,,44.0,6.0,0.0,1.0,0.42,1.0,0.93,0.14,0.42,0.28,,1.0,43.0,1.0,6.3,0.0,,,1.0,0
223,1.0,49.0,3.0,1.0,2.0,0.0,0.0,3.0,91.0,25.6,30.3,1.0,35.0,26.0,,1.0,1.3,4.0,313.8,15.2,13.6,17.0,3.2,0.25,0.0,0.22,,0.28,,0.66,0.66,,1.0,35.0,1.0,26.0,1.0,,1.0,1.0,0
224,1.0,,,1.0,2.0,0.0,,3.0,108.7,48.6,36.2,,50.0,25.4,0.0,8.0,1.7,21.0,1033.7,12.3,8.2,71.0,1.6,0.57,0.12,0.09,0.14,0.1,0.0,1.0,0.33,,1.0,,,25.4,0.0,0.0,1.0,1.0,0
225,1.0,,4.0,1.0,2.0,0.0,0.0,2.0,73.4,46.5,36.7,1.0,33.0,31.1,0.0,7.0,1.7,20.0,,12.4,8.2,,1.6,0.6,0.0,0.06,0.1,0.07,,1.0,0.0,,1.0,,2.0,35.1,0.0,2.0,0.94,0.88,0
226,0.0,46.0,,,1.0,0.0,1.0,6.0,36.6,18.5,,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.16,0.16,0.0,0.0,0.0,14.0,1.0,,0.0,0.0,,1.0,0
227,1.0,53.0,2.0,1.0,1.0,0.0,1.0,,,28.6,10.8,,33.0,6.4,1.0,3.0,1.3,4.0,108.3,,4.0,20.0,3.7,0.0,0.33,,1.0,0.89,0.0,0.44,0.33,,0.0,33.0,,6.4,1.0,,,1.0,0
228,1.0,38.0,4.0,,,0.0,,7.0,77.2,,,0.0,7.0,5.5,1.0,5.0,1.5,18.0,591.3,8.1,,115.0,1.8,0.33,0.0,0.1,0.38,0.13,0.0,0.71,0.42,,0.0,,1.0,5.5,0.0,0.0,1.0,1.0,0
229,0.0,46.0,3.0,2.0,1.0,,1.0,,36.6,18.5,6.1,0.0,10.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16,0.16,0.0,0.0,0.0,10.0,1.0,1.7,0.0,0.0,1.0,1.0,0
230,0.0,36.0,4.0,1.0,4.0,1.0,1.0,6.0,95.4,,15.9,0.0,5.0,4.0,0.0,1.0,1.5,3.0,143.7,9.9,6.5,14.0,2.6,0.0,1.0,,1.0,0.66,,,0.5,0.33,0.0,25.0,2.0,13.3,1.0,0.0,,0.3,1
231,1.0,71.0,1.0,1.0,3.0,,0.0,4.0,81.8,32.5,20.4,0.0,7.0,1.8,0.0,0.0,2.3,5.0,147.7,14.4,10.5,6.0,1.0,1.0,0.0,0.64,0.8,0.55,0.0,0.75,0.75,,0.0,7.0,1.0,1.8,0.0,,1.0,,0
232,0.0,36.0,4.0,,4.0,1.0,1.0,5.0,69.2,15.6,,0.0,,24.5,0.0,1.0,1.3,,100.4,10.6,6.6,11.0,3.0,0.0,1.0,0.49,1.0,,0.0,0.8,0.4,0.0,0.0,18.0,1.0,24.5,1.0,2.0,1.0,1.0,0
233,1.0,48.0,2.0,0.0,3.0,1.0,0.0,8.0,126.1,28.6,15.7,0.0,46.0,22.2,0.0,0.0,1.3,7.0,350.0,11.4,5.9,43.0,1.1,0.85,0.0,0.33,1.0,0.36,0.12,0.87,0.62,0.42,0.0,46.0,1.0,22.2,0.0,,1.0,1.0,0
234,1.0,48.0,2.0,0.0,3.0,1.0,0.0,7.0,91.8,23.7,13.1,0.0,41.0,24.2,0.0,0.0,1.3,6.0,315.5,10.7,5.5,43.0,1.1,0.83,0.0,0.27,1.0,0.29,0.14,,,0.5,0.0,41.0,1.0,24.2,0.0,0.0,1.0,1.0,0
235,0.0,46.0,3.0,0.0,3.0,,0.0,7.0,100.0,24.8,14.2,0.0,29.0,17.8,1.0,1.0,1.8,,713.9,27.1,9.9,40.0,2.0,0.22,0.0,0.08,0.77,0.14,0.0,0.42,0.0,0.11,0.0,42.0,3.0,25.0,0.0,,0.69,0.71,0
236,0.0,40.0,4.0,2.0,4.0,1.0,3.0,7.0,86.2,16.7,12.3,0.0,8.0,8.0,0.0,3.0,1.3,6.0,556.5,14.5,9.7,42.0,4.0,0.0,1.0,0.14,1.0,0.15,0.0,0.57,0.57,,0.0,11.0,2.0,9.6,1.0,0.0,0.72,0.83,1
237,1.0,,3.0,1.0,4.0,1.0,0.0,5.0,60.4,11.4,12.0,1.0,25.0,20.6,0.0,1.0,1.4,9.0,225.0,11.6,,20.0,1.5,0.44,0.0,0.17,0.55,,0.2,0.4,0.4,0.11,1.0,25.0,1.0,,0.0,,1.0,1.0,0
238,1.0,32.0,4.0,2.0,2.0,0.0,0.0,4.0,89.4,17.5,,0.0,7.0,13.4,0.0,,1.3,4.0,113.7,5.3,6.6,13.0,,,0.0,,1.0,0.78,0.0,0.75,0.75,,1.0,24.0,3.0,31.5,0.0,,0.29,0.42,1
239,1.0,44.0,,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,19.0,5.9,0.0,1.0,4.2,45.0,1890.0,24.0,6.1,72.0,1.9,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,42.0,4.0,10.9,1.0,,0.45,0.54,0
240,0.0,57.0,5.0,,2.0,0.0,,2.0,28.3,62.5,14.1,0.0,,2.7,0.0,1.0,2.5,7.0,135.6,49.5,13.5,4.0,1.1,0.85,,0.25,0.28,,0.5,0.5,0.0,,0.0,16.0,1.0,2.7,0.0,1.0,1.0,1.0,0
241,1.0,48.0,3.0,2.0,3.0,1.0,0.0,3.0,26.1,6.6,,0.0,3.0,1.1,0.0,0.0,1.7,5.0,,4.3,3.2,14.0,1.4,0.6,0.0,0.19,,0.33,0.0,0.0,0.0,,,6.0,2.0,4.4,1.0,,0.5,,1
242,,51.0,2.0,1.0,,0.0,0.0,18.0,149.6,18.8,8.3,0.0,14.0,6.8,0.0,0.0,1.4,17.0,320.4,5.9,2.5,84.0,3.1,0.47,0.0,0.46,1.0,0.46,,0.44,0.11,,0.0,14.0,1.0,6.8,0.0,,1.0,1.0,0
243,0.0,28.0,3.0,1.0,2.0,0.0,1.0,20.0,67.3,13.4,3.3,,11.0,5.1,,4.0,2.0,27.0,307.8,9.7,2.9,52.0,1.7,0.59,0.25,0.26,0.74,0.21,0.35,0.3,0.15,0.11,,11.0,1.0,5.1,0.0,,1.0,1.0,1
244,1.0,30.0,3.0,1.0,1.0,0.0,0.0,3.0,1.2,5.3,,0.0,28.0,5.1,0.0,3.0,2.8,31.0,525.1,14.4,2.6,69.0,1.6,0.58,0.0,0.0,0.09,0.0,,0.33,0.0,0.19,,28.0,,,0.0,,1.0,1.0,1
245,,48.0,4.0,1.0,1.0,0.0,1.0,20.0,274.7,20.1,,0.0,2.0,1.2,0.0,4.0,2.8,20.0,581.0,9.8,6.2,33.0,1.8,0.4,0.25,0.43,1.0,0.47,0.1,0.3,0.25,1.0,0.0,2.0,1.0,1.2,1.0,2.0,1.0,1.0,1
246,1.0,77.0,2.0,0.0,2.0,0.0,0.0,9.0,93.8,15.3,10.4,0.0,4.0,3.9,1.0,2.0,1.8,6.0,156.9,9.9,7.8,11.0,1.6,0.5,0.0,0.69,1.0,0.59,0.0,0.44,0.11,,0.0,7.0,2.0,5.5,0.0,0.0,0.57,0.7,1
247,0.0,54.0,3.0,,2.0,0.0,0.0,5.0,105.0,34.4,21.0,0.0,4.0,1.7,0.0,1.0,1.6,9.0,231.7,9.3,6.2,22.0,1.6,0.55,0.0,0.49,0.55,0.45,0.0,1.0,0.2,0.11,0.0,4.0,1.0,1.7,0.0,,1.0,,1
248,1.0,28.0,3.0,1.0,2.0,,0.0,3.0,,9.6,,0.0,1.0,0.0,0.0,,,9.0,396.8,9.3,2.8,110.0,,0.11,0.0,0.02,0.33,0.01,0.0,0.0,0.0,0.55,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,1
249,0.0,40.0,,2.0,4.0,1.0,6.0,10.0,202.9,25.7,20.2,0.0,11.0,6.9,1.0,1.0,1.2,2.0,173.1,19.6,11.5,12.0,3.5,,1.0,0.87,,1.0,0.0,0.7,0.5,0.5,0.0,11.0,1.0,6.9,1.0,,1.0,1.0,1
250,1.0,37.0,5.0,,4.0,1.0,0.0,5.0,,12.4,3.3,0.0,8.0,,1.0,0.0,1.5,,304.2,7.0,2.4,82.0,5.4,,0.0,0.07,0.71,0.05,0.2,0.0,0.2,,,13.0,2.0,2.8,,1.0,0.61,,0
251,,32.0,3.0,1.0,2.0,0.0,0.0,5.0,,7.4,2.1,,1.0,0.0,1.0,1.0,,17.0,521.2,7.0,1.9,183.0,2.0,0.35,0.0,,,0.02,0.2,0.2,0.0,,,360.0,6.0,80.3,,0.0,0.0,,1
252,1.0,31.0,1.0,2.0,1.0,0.0,0.0,3.0,,7.6,2.2,0.0,39.0,11.7,0.0,1.0,1.7,13.0,267.0,7.1,2.0,73.0,2.8,0.3,,0.02,0.23,,0.33,0.33,0.0,0.69,1.0,75.0,2.0,,1.0,,0.52,,1
253,1.0,28.0,3.0,1.0,2.0,0.0,0.0,3.0,,9.6,,0.0,,2.2,,1.0,1.2,9.0,396.8,,2.8,110.0,3.5,0.11,,0.02,0.33,0.01,0.0,0.0,0.0,,0.0,6.0,1.0,2.2,1.0,,1.0,1.0,1
254,0.0,51.0,2.0,0.0,1.0,0.0,0.0,5.0,25.7,6.8,5.1,0.0,14.0,17.3,0.0,1.0,1.5,,411.7,8.2,3.9,65.0,2.5,0.42,0.0,0.03,0.35,0.06,0.0,0.4,0.2,0.0,0.0,15.0,2.0,17.7,0.0,0.0,0.93,0.97,1
255,1.0,51.0,2.0,1.0,1.0,0.0,,8.0,,12.8,7.6,0.0,,3.7,0.0,0.0,,7.0,111.5,3.5,1.5,55.0,5.0,0.28,0.0,0.41,1.0,0.55,,0.5,0.0,0.14,0.0,4.0,1.0,3.7,,2.0,,1.0,0
256,,37.0,3.0,1.0,3.0,,0.0,8.0,133.5,12.8,16.6,0.0,11.0,30.9,1.0,5.0,1.9,11.0,688.9,17.1,8.9,,3.3,0.36,0.0,0.07,0.72,0.19,0.12,0.5,0.25,,0.0,30.0,3.0,37.2,0.0,,,0.83,1
257,,,5.0,1.0,6.0,1.0,0.0,4.0,15.7,6.2,3.9,,85.0,35.4,0.0,,,32.0,,8.8,5.2,102.0,3.2,0.15,0.0,0.01,0.12,0.01,0.0,0.25,0.25,,1.0,170.0,11.0,,1.0,0.0,0.5,0.39,1
258,0.0,36.0,4.0,1.0,4.0,1.0,0.0,4.0,28.9,12.0,7.2,0.0,,6.3,0.0,0.0,,1.0,36.8,,5.2,7.0,2.0,0.0,0.0,0.8,1.0,0.78,0.0,0.75,0.5,,0.0,5.0,1.0,,0.0,,1.0,1.0,1
259,1.0,31.0,1.0,,1.0,0.0,0.0,3.0,6.6,7.6,2.2,,,21.2,0.0,1.0,1.7,13.0,267.0,7.1,,73.0,2.8,,0.0,,0.23,0.02,0.33,0.33,0.0,,1.0,101.0,2.0,30.1,1.0,,0.64,0.7,1
260,0.0,54.0,,1.0,2.0,0.0,0.0,5.0,105.0,34.4,21.0,0.0,9.0,4.9,0.0,1.0,1.6,9.0,231.7,9.3,,22.0,1.6,0.55,0.0,0.49,0.55,0.45,0.0,1.0,0.2,0.11,0.0,9.0,1.0,4.9,0.0,2.0,1.0,1.0,1
261,1.0,31.0,1.0,2.0,1.0,,0.0,3.0,6.6,7.6,,0.0,20.0,5.8,0.0,1.0,1.7,13.0,267.0,7.1,2.0,73.0,2.8,0.3,0.0,0.02,0.23,0.02,0.33,0.33,0.0,0.69,1.0,37.0,2.0,10.1,1.0,,0.54,0.57,1
262,1.0,38.0,3.0,1.0,4.0,1.0,0.0,5.0,60.4,11.4,12.0,,15.0,16.2,0.0,1.0,1.4,9.0,225.0,11.6,,20.0,1.5,,0.0,0.17,,0.26,0.2,0.4,0.4,,0.0,,1.0,16.2,0.0,,1.0,1.0,1
263,1.0,51.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.6,0.0,10.0,1.8,23.0,679.1,9.9,2.3,152.0,3.3,0.17,,0.0,0.0,0.0,,,0.0,0.34,0.0,17.0,1.0,5.6,0.0,,1.0,1.0,1
264,1.0,61.0,3.0,1.0,1.0,0.0,0.0,,48.1,12.8,8.0,0.0,1.0,1.0,0.0,1.0,1.4,6.0,150.8,8.9,5.5,19.0,1.3,,0.0,0.31,1.0,0.31,0.0,0.83,0.66,0.0,0.0,2.0,2.0,2.1,1.0,,0.5,0.47,1
265,1.0,32.0,,1.0,2.0,0.0,0.0,13.0,139.9,20.1,10.7,0.0,24.0,18.3,0.0,5.0,1.5,14.0,598.0,,6.3,59.0,,0.35,0.0,0.18,,0.23,0.07,0.46,,,0.0,44.0,3.0,28.1,1.0,,0.54,0.65,0
266,1.0,,3.0,,2.0,0.0,0.0,7.0,119.4,,17.0,0.0,2.0,2.0,1.0,0.0,,,711.8,7.3,11.1,30.0,,0.68,0.0,0.25,0.43,0.16,0.0,0.57,0.85,,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1
267,1.0,35.0,3.0,1.0,1.0,0.0,0.0,5.0,17.5,8.8,3.5,0.0,9.0,2.5,1.0,5.0,1.9,7.0,174.7,12.5,3.5,,,0.28,0.0,0.07,0.71,0.1,0.0,0.4,0.0,,,9.0,1.0,2.5,0.0,,1.0,1.0,1
268,1.0,48.0,4.0,1.0,1.0,0.0,1.0,20.0,274.7,20.1,13.7,,23.0,9.5,0.0,4.0,2.8,20.0,581.0,,6.2,33.0,1.8,0.4,0.25,0.43,1.0,0.47,0.1,0.3,0.25,1.0,0.0,23.0,1.0,9.5,1.0,2.0,1.0,1.0,1
269,0.0,,3.0,0.0,5.0,0.0,2.0,,,13.9,,0.0,13.0,17.8,1.0,5.0,2.1,12.0,425.8,6.4,8.8,22.0,1.8,0.41,0.4,0.94,1.0,0.88,0.19,0.47,0.42,,0.0,13.0,1.0,17.8,,,1.0,1.0,0
270,,63.0,,1.0,1.0,0.0,0.0,4.0,40.0,,10.0,0.0,8.0,3.5,0.0,3.0,3.8,26.0,914.4,11.4,5.7,41.0,1.3,0.8,0.0,,0.15,0.04,0.0,,0.0,0.26,0.0,8.0,1.0,3.5,0.0,,1.0,1.0,0
271,1.0,31.0,5.0,2.0,2.0,0.0,0.0,11.0,46.1,16.4,4.1,0.0,12.0,2.7,1.0,5.0,1.7,22.0,975.8,13.1,3.3,167.0,3.1,0.18,0.0,0.04,,0.04,0.0,0.18,0.0,0.36,0.0,12.0,1.0,2.7,1.0,,1.0,1.0,0
272,0.0,43.0,3.0,1.0,4.0,1.0,1.0,9.0,79.5,14.8,8.8,0.0,5.0,2.2,0.0,0.0,2.5,4.0,195.7,18.4,6.5,12.0,2.7,,,0.24,1.0,0.4,0.0,0.22,0.11,0.0,0.0,9.0,2.0,5.4,0.0,,0.55,0.4,0
273,1.0,51.0,,1.0,1.0,0.0,0.0,14.0,111.5,,7.9,0.0,11.0,2.0,0.0,0.0,1.9,30.0,761.1,6.7,2.9,,3.1,0.5,,0.13,0.46,0.14,0.07,0.5,0.07,,0.0,,1.0,2.0,0.0,1.0,,1.0,0
274,1.0,51.0,3.0,1.0,2.0,0.0,1.0,,49.0,29.3,8.1,0.0,48.0,7.5,0.0,13.0,2.0,32.0,1037.0,,2.7,185.0,,0.15,0.07,0.04,0.18,0.04,0.0,0.33,0.16,,0.0,48.0,1.0,,0.0,2.0,1.0,1.0,0
275,0.0,56.0,,0.0,2.0,0.0,0.0,7.0,90.5,9.2,12.9,0.0,12.0,,0.0,2.0,2.0,12.0,466.5,7.0,6.9,33.0,2.3,0.5,0.0,0.13,0.58,0.19,,0.57,0.0,0.41,0.0,12.0,1.0,15.8,,,1.0,1.0,0
